"imdb_score","movie_budget","release_day","release_month","release_year","duration","language","country","maturity_rating","aspect_ratio","distributor","nb_news_articles","director","actor1","actor1_star_meter","actor2","actor2_star_meter","actor3","actor3_star_meter","colour_film","genres","nb_faces","plot_keywords","action","adventure","scifi","thriller","musical","romance","western","sport","horror","drama","war","animation","crime","movie_meter_IMDBpro","cinematographer","production_company","biography","comedy","music","fantasy","history","mystery","family","documentary","plot_topic1","plot_topic2","plot_topic3","plot_topic4","plot_topic5","plot_topic6","plot_topic7","plot_topic8"
6.7,14000000,27,"Oct",2006,98,"English","France","PG-13",2.35,"Focus Features",69,"Phillip Noyce","Derek Luke",6017,"Terry Pheto",85405,"Bonnie Henna",93918,"Color","Biography|Drama|History",3,"attack|coach|colonel|jail|oil refinery",0,0,0,0,0,0,0,0,0,1,0,0,0,33017,"multiple","Focus Features",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.2,3500000,19,"Sep",1997,91,"English","UK","R",1.85,"Fox Searchlight Pictures",666,"Peter Cattaneo","Tom Wilkinson",4548,"Mark Addy",4130,"Lesley Sharp",7702,"Color","Comedy|Drama|Music",3,"dole|male stripper|northern england|steel worker|unemployment",0,0,0,0,1,0,0,0,0,1,0,0,0,4275,"John de Borman","Redwave Films",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8.4,15000000,1,"Oct",1999,122,"English","USA","R",2.35,"DreamWorks Distribution",3110,"Sam Mendes","Kevin Spacey",625,"Peter Gallagher",3327,"Ara Celi",31141,"Color","Drama",0,"domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness",0,0,0,0,0,0,0,0,0,1,0,0,0,646,"Conrad L. Hall","DreamWorks",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
5.5,15000000,9,"Aug",1991,110,"English","USA","R",1.85,"Columbia Pictures Corporation",125,"Sheldon Lettich","Bolo Yeung",5301,"Alonna Shaw",11750,"Kamel Krifa",33378,"Color","Action|Crime",2,"boat|hong kong|murder|tunnel|twins",1,0,0,0,0,0,0,0,0,0,0,0,1,6017,"Richard H. Kline","Stone Group Pictures",0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
4.6,35000000,1,"Aug",1986,110,"English","USA","PG",1.85,"Universal Pictures",760,"Willard Huyck","Lea Thompson",976,"Jeffrey Jones",3235,"Jordan Prentice",8605,"Color","Action|Adventure|Comedy|Romance|Sci-Fi",1,"alien|duck|laser|planet|singer",1,1,1,0,0,1,0,0,0,0,0,0,0,4608,"Richard H. Kline","Universal Pictures",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.7,1400000,6,"Jan",2015,135,"English","Kyrgyzstan","PG-13",2.35,"Aitysh Film",14,"Sadyk Sher-Niyaz","Elina Abai Kyzy",502173,"Aziz Muradillayev",4700595,"Mirlan Abdulayev",4832907,"Color","Action|Biography|Drama|History",1,"19th century|central asia|mother son relationship|ruler|russian empire",1,0,0,0,0,0,0,0,0,1,0,0,0,83425,"Murat Aliyev","Aitysh Film",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.3,12000000,20,"Nov",1998,113,"English","USA","R",1.66,"WestEnd Films",8,"Woody Allen","Melanie Griffith",1966,"Aleksa Palladino",7016,"Greg Mottola",12535,"Black and White","Comedy|Drama",0,"celebrity|journalist|lesbian kiss|strong female character|tv producer",0,0,0,0,0,0,0,0,0,1,0,0,0,10775,"Sven Nykvist","Sweetland Films",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6.4,17000000,3,"Feb",2012,95,"English","UK","PG-13",2.35,"Exclusive Film Distribution",2805,"James Watkins","Daniel Radcliffe",453,"Roger Allam",6528,"Jessica Raine",1442,"Color","Drama|Fantasy|Horror|Thriller",0,"afterlife|baby boy|bird in a cage|ghost|reunited family",0,0,0,1,0,0,0,0,1,1,0,0,0,2671,"Tim Maurice-Jones","Cross Creek Pictures",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
5.9,1100000,25,"Sep",1987,92,"English","USA","R",1.85,"Moviestore Entertainment",33,"Jeff Burr","Terry Kiser",7303,"Clu Gulager",6582,"Susan Tyrrell",9961,"Color","Action|Drama|Horror|Thriller",0,"bathtub|cult film|neck breaking|tennessee|wraparound story",1,0,0,1,0,0,0,0,1,1,0,0,0,25291,"Craig Greene","Conquest Productions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,22000000,8,"Aug",2014,122,"English","USA","PG",2.35,"Walt Disney Studios Motion Pictures",451,"Lasse Hallstr__å_m","Manish Dayal",2699,"Charlotte Le Bon",3601,"Juhi Chawla",29895,"Color","Comedy|Drama",3,"chef|haute cuisine|indian cuisine|michelin guide|restaurant",0,0,0,0,0,0,0,0,0,1,0,0,0,3904,"Linus Sandgren","Amblin Entertainment",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.2,5000000,23,"Dec",1954,127,"English","USA","Approved",1.37,"Buena Vista Film Distribution Company",3,"Richard Fleischer","James Mason",4396,"Robert J. Wilke",16678,"Paul Lukas",16666,"Color","Adventure|Drama|Family|Fantasy|Sci-Fi",0,"captain|expedition|sea|submarine|whale",0,1,1,0,0,0,0,0,0,1,0,0,0,7586,"Franz Planer","Walt Disney Productions",0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1
6.4,5000000,10,"Apr",1981,99,"English","USA","R",1.85,"Universal Pictures",45,"Bruce Malmuth","Sylvester Stallone",151,"Lindsay Wagner",3855,"Persis Khambatta",993,"Color","Action|Crime|Thriller",2,"bomb|new york city|partner|shooting|terrorist",1,0,0,1,0,0,0,0,0,0,0,0,1,8405,"James A. Contner","Universal Pictures",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6.2,15000000,25,"Aug",2006,121,"English","USA","R",2.35,"Universal Pictures",85,"Bryan Barber","Cicely Tyson",5803,"Faizon Love",9596,"Bobb'e J. Thompson",1127,"Color","Crime|Drama|Musical|Romance",4,"gangster|playing piano|song and dance|speakeasy|written and directed by cast member",0,0,0,0,1,1,0,0,0,1,0,0,1,19009,"Pascal Rabaud","Atlas Entertainment",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
6.5,40000000,20,"Aug",2002,74,"English","USA","PG-13",1.85,"Columbia Pictures Corporation",11,"Barry Sonnenfeld","Zooey Deschanel",651,"Janeane Garofalo",2419,"Omar Epps",3935,"Color","Comedy|Crime|Thriller",2,"airport|fbi agent|person in a car trunk|suitcase|suitcase bomb",0,0,0,1,0,0,0,0,0,0,0,0,1,34922,"Bill Butler","Columbia Pictures Corporation",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,18000000,22,"May",1981,98,"English","USA","PG",2.35,"Universal Pictures",35,"William A. Fraker","Jason Robards",5699,"Richard Farnsworth",9144,"Michael Horse",14052,"Color","Action|Adventure|Western",0,"ambush|hero|masked hero|outlaw|texas ranger",1,1,0,0,0,0,1,0,0,0,0,0,0,24846,"Laa1szlab3 Kovaa1cs","Eaves Movie Ranch",0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1
7.6,9000000,9,"Oct",2002,121,"English","UK","R",1.85,"Metro-Goldwyn-Mayer Distributing Corporation (MGM)",189,"Mike Leigh","Lesley Manville",4698,"Ruth Sheen",8773,"Gary McDonald",73616,"Color","Drama",0,"love|neighbor|single parent|supermarket|working class",0,0,0,0,0,0,0,0,0,1,0,0,0,19039,"Dick Pope","Les Films Alain Sarde",0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1
7.2,25000000,11,"Sep",1998,117,"English","USA","PG-13",2.35,"Warner Bros.",51,"Robert Towne","Billy Burke",3501,"Monica Potter",1936,"Billy Crudup",1807,"Color","Biography|Drama|Sport",0,"car crash|coach|death|oregon|university of oregon",0,0,0,0,0,0,0,1,0,1,0,0,0,19949,"Conrad L. Hall","Cruise/Wagner Productions",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5.8,20000000,4,"Apr",2003,105,"English","USA","PG",2.35,"Warner Bros.",126,"Dennie Gordon","Colin Firth",987,"Oliver James",12757,"Kelly Preston",1037,"Color","Comedy|Drama|Family|Romance",1,"american|daughter|england|father|politician",0,0,0,0,0,1,0,0,0,1,0,0,0,6936,"Andrew Dunn","Warner Bros.",0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1
3.8,13000000,8,"May",1998,84,"English","USA","R",2.35,"New Line Cinema",33,"Daisy von Scherler Mayer","LL Cool J",5129,"Jada Pinkett Smith",1892,"Dave Chappelle",1587,"Color","Comedy|Romance",0,"blind date|law clerk|love|manhattan new york city|world trade center manhattan new york city",0,0,0,0,0,1,0,0,0,0,0,0,0,24983,"Jean Lepine","Gotham Entertainment Group",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6.6,20000000,14,"Nov",1997,94,"English","USA","PG",1.85,"Warner Bros.",34,"Jon Amiel","Bill Murray",1278,"Peter Gallagher",3327,"Joanne Whalley",1583,"Color","Action|Comedy|Crime|Thriller",1,"assassin|bomb|dominatrix|mistaken identity|spy",1,0,0,1,0,0,0,0,0,0,0,0,1,13859,"Robert M. Stevens","Warner Bros.",0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1
6.7,17000000,5,"Mar",2010,132,"English","USA","R",2.35,"Creative Artists Agency (CAA)",515,"Antoine Fuqua","Don Cheadle",2907,"Lili Taylor",3069,"Armando Riesco",24304,"Color","Crime|Drama|Thriller",1,"catholic|corrupt cop|new york city|police detective|police officer killed",0,0,0,1,0,0,0,0,0,1,0,0,1,7752,"Patrick Murguia","Millennium Films",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6.7,20000000,19,"Sep",2008,102,"English","USA","PG-13",1.85,"Paramount Pictures",524,"David Koepp","Aasif Mandvi",4966,"Dequina Moore",80069,"Jordan Carlos",54082,"Color","Comedy|Drama|Fantasy|Romance",3,"bouquet of roses|bright light|cardiopulmonary resuscitation|ghost|white rose",0,0,0,0,0,1,0,0,0,1,0,0,0,8899,"Fred Murphy","DreamWorks",0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1
7.2,10000000,27,"Dec",2002,132,"English","UK","PG",2.35,"United Artists",116,"Douglas McGrath","Charlie Hunnam",252,"Anne Hathaway",266,"Jim Broadbent",2423,"Color","Drama|Romance",1,"boy|boys' school|death|friend|orphan",0,0,0,0,0,1,0,0,0,1,0,0,0,10606,"Dick Pope","United Artists Film Corporation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,2000000,25,"May",2007,108,"English","USA","PG-13",1.85,"The Film Sales Company",294,"Adrienne Shelly","Lew Temple",3827,"Cheryl Hines",3818,"Eddie Jemison",8439,"Color","Comedy|Drama|Romance",1,"domestic violence|pregnancy|unhappy marriage|unwanted pregnancy|waitress",0,0,0,0,0,1,0,0,0,1,0,0,0,2652,"Matthew Irving","Night and Day Pictures",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,35000000,18,"Jan",2013,109,"English","USA","R",2.35,"Inferno International",887,"Allen Hughes","Alona Tal",2069,"James Ransone",3000,"Michael Beach",6410,"Color","Crime|Drama|Thriller",3,"election|father son relationship|fellatio|gay slur|title spoken by character",0,0,0,1,0,0,0,0,0,1,0,0,1,6308,"Ben Seresin","Emmett/Furla/Oasis Films (EFO Films)",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
6.1,12000000,28,"Jul",2012,138,"Japanese","Japan","TV-14",2.35,"Eleven Arts",71,"Takashi Yamazaki","Takuya Kimura",16784,"Meisa Kuroki",34365,"Hiroyuki Ikeuchi",34799,"Color","Action|Adventure|Drama|Sci-Fi",0,"alien|battleship|message|radiation|yamato",1,1,1,0,0,0,0,0,0,1,0,0,0,37814,"Kab4zab4 Shibasaki","Abe Shuji",0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
6.3,25000000,24,"Aug",2007,103,"English","USA","R",2.35,"Lionsgate",14,"Philip G. Atwell","Jason Statham",304,"Jet Li",2653,"Nadine Velazquez",1993,"Color","Action|Crime|Thriller",0,"assassin|betrayal|fbi|fbi agent|yakuza",1,0,0,1,0,0,0,0,0,0,0,0,1,5216,"Pierre Morel","Lionsgate",0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
6.5,26000000,26,"Apr",2013,129,"English","USA","R",2.35,"Paramount Pictures",211,"Michael Bay","Dwayne Johnson",130,"Larry Hankin",7730,"Michael Rispoli",8215,"Color","Comedy|Crime|Drama",4,"american dream|bodybuilder|money|punch into the camera|reference to julia roberts",0,0,0,0,0,0,0,0,0,1,0,0,1,2019,"Ben Seresin","Paramount Pictures",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6.2,17000000,2,"Oct",1998,82,"English","USA","PG-13",1.85,"Paramount Pictures",98,"John Fortenberry","Will Ferrell",505,"Chris Kattan",7776,"Dan Hedaya",5276,"Color","Comedy|Music|Romance",2,"1990s|bar|car accident|nightclub|whipped cream",0,0,0,0,1,1,0,0,0,0,0,0,0,7309,"Francis Kenny","Broadway Pictures",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7.7,45000000,5,"Oct",2001,122,"English","USA","R",2.35,"Warner Bros.",3006,"Antoine Fuqua","Denzel Washington",341,"Snoop Dogg",7023,"Tom Berenger",2482,"Color","Crime|Drama|Thriller",2,"lapd|narc|narcotics|title spoken by character|training",0,0,0,1,0,0,0,0,0,1,0,0,1,1862,"Mauro Fiore","Warner Bros.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6.9,10000000,22,"Mar",1985,109,"English","USA","PG-13",1.85,"TriStar Pictures",98,"Michael Schultz","Mike Starr",6313,"Vanity",6833,"Keshia Knight Pulliam",4244,"Color","Action|Comedy|Drama|Music",1,"cult film|kung fu|kung fu classic|martial arts|title spoken by character",1,0,0,0,1,0,0,0,0,1,0,0,0,6230,"James A. Contner","Delphi III Productions",0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1
7.2,6000000,16,"Jun",1978,110,"English","USA","PG-13",2.35,"Paramount Pictures",1189,"Randal Kleiser","Olivia Newton-John",213,"Stockard Channing",2799,"Sid Caesar",11755,"Color","Musical|Romance",2,"automobile racing|boyfriend girlfriend relationship|high school|wrestling|year 1959",0,0,0,0,1,1,0,0,0,0,0,0,0,767,"Bill Butler","Paramount Pictures",0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0
6.6,50000000,21,"Apr",2006,132,"English","Canada","R",2.35,"TriStar Pictures",2378,"Christophe Gans","Radha Mitchell",1475,"Deborah Kara Unger",2985,"Alice Krige",3176,"Color","Adventure|Horror|Mystery",0,"gothic|police|police officer|silent hill|sleepwalking",0,1,0,0,0,0,0,0,1,0,0,0,0,2860,"Dan Laustsen","Silent Hill DCP Inc.",0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1
7,30000000,9,"Mar",2007,88,"English","UK","PG",2.35,"Summit Entertainment",96,"Chris Noonan","Emily Watson",1662,"Bill Paterson",9374,"Lucy Boynton",1017,"Color","Biography|Drama|Romance",1,"book|children|friend|illustrator|letter",0,0,0,0,0,1,0,0,0,1,0,0,0,14031,"Andrew Dunn","Phoenix Pictures",1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
8.3,700000,14,"Oct",1994,170,"English","USA","PG-13",1.33,"Fine Line Features",671,"Steve James","William Gates",123577,"Arthur Agee",77457,"Isiah Thomas",128954,"Color","Documentary|Drama|Sport",0,"athlete|basketball|high school|high school student|school",0,0,0,0,0,0,0,1,0,1,0,0,0,18001,"Peter Gilbert","KTCA Minneapolis",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
5.9,2700000,21,"Nov",1986,93,"English","USA","R",1.85,"New Century Vista Film Company",26,"Mike Marvin","Clint Howard",1429,"Randy Quaid",1700,"Nick Cassavetes",5344,"Color","Action|Horror|Romance|Sci-Fi|Thriller",2,"arizona|death|gang|police|sheriff",1,0,1,1,0,1,0,0,1,0,0,0,0,5162,"Reed Smoot","New Century Entertainment Corporation",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7.9,15000000,12,"Jan",2001,120,"Mandarin","Taiwan","PG-13",2.35,"Sony Pictures Classics",69,"Ang Lee","Chen Chang",27355,"Pei-Pei Cheng",25684,"Sihung Lung",85747,"Color","Action|Drama|Romance",3,"bare midriff|china|magical realism|martial arts|sword",1,0,0,0,0,1,0,0,0,1,0,0,0,3441,"Peter Pau","Asia Union Film & Entertainment Ltd.",0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
5.3,3000000,23,"Jan",2012,87,"English","USA","R",2.35,"Elle Driver",895,"Leslye Headland","Kirsten Dunst",345,"Adam Scott",1227,"Andrew Rannells",1433,"Color","Comedy|Romance",3,"bachelorette party|drug use|high school|overdose|wedding dress",0,0,0,0,0,1,0,0,0,0,0,0,0,6239,"Doug Emmett","Gary Sanchez Productions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,12000000,12,"Dec",2014,102,"English","USA","R",2.35,"Paramount Pictures",798,"Chris Rock","Rosario Dawson",779,"Romany Malco",604,"J.B. Smoove",7494,"Color","Comedy|Romance",10,"bare breasts|celebrity|in medias res|reference to planet of the apes|sex talk",0,0,0,0,0,1,0,0,0,0,0,0,0,10629,"Manuel Alberto Claro","IAC Films",0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
5.9,40000000,19,"Nov",2004,108,"English","UK","R",2.35,"Universal Pictures",212,"Beeban Kidron","Colin Firth",987,"Jim Broadbent",2423,"Celia Imrie",1706,"Color","Comedy|Drama|Romance",1,"american actress playing british character|intern|prison|six word title|thailand",0,0,0,0,0,1,0,0,0,1,0,0,0,5772,"Adrian Biddle","Universal Pictures",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,6000000,24,"Oct",1969,110,"English","USA","M",2.35,"Twentieth Century Fox",707,"George Roy Hill","Katharine Ross",1421,"Ted Cassidy",5266,"Kenneth Mars",7852,"Color","Biography|Crime|Drama|Western",1,"bolivia|gang|outlaw|posse|train",0,0,0,0,0,0,1,0,0,1,0,0,1,1903,"Conrad L. Hall","Twentieth Century Fox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,48000000,20,"Oct",2000,93,"English","USA","PG-13",2.35,"Twentieth Century Fox",130,"Harold Ramis","Brendan Fraser",327,"Frances O'Connor",2888,"Brian Doyle-Murray",4856,"Color","Comedy|Fantasy|Romance",2,"contract|devil|dream|soul|wish",0,0,0,0,0,1,0,0,0,0,0,0,0,4826,"Bill Pope","Twentieth Century Fox",0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1
5.4,35000000,17,"Aug",2007,102,"English","UK","PG-13",2.35,"The Weinstein Company",76,"Doug Lefler","Colin Firth",987,"Nonso Anozie",5953,"Owen Teale",4134,"Color","Action|Adventure|Fantasy|War",0,"5th century|boy|capri|roman legion|soldier",1,1,0,0,0,0,0,0,0,0,1,0,0,7038,"Marco Pontecorvo","Dino De Laurentiis Company",0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0
6.5,2500000,22,"Feb",2002,99,"English","UK","R",1.85,"Paramount Classics",55,"Barry Skolnick","Jason Statham",304,"Jason Flemyng",2629,"Danny Dyer",5492,"Color","Comedy|Drama|Sport",1,"inmate|prison|prison guard|soccer|soccer star",0,0,0,0,0,0,0,1,0,1,0,0,0,11320,"Alex Barber","Paramount Pictures",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5.1,23000000,22,"Aug",2008,94,"English","USA","PG",2.35,"Metro-Goldwyn-Mayer (MGM)",129,"Fred Durst","Tasha Smith",12663,"Dash Mihok",6228,"Garrett Morris",9746,"Color","Biography|Comedy|Drama|Family|Sport",2,"absent father|american football|based on true story|middle school",0,0,0,0,0,0,0,1,0,1,0,0,0,23914,"Conrad W. Hall","Cube Vision",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.1,50000000,10,"Jun",2011,112,"English","USA","PG-13",2.35,"Paramount Pictures",5792,"J.J. Abrams","Joel Courtney",2709,"AJ Michalka",1560,"Zach Mills",18085,"Color","Mystery|Sci-Fi|Thriller",0,"deputy|group of friends|time|train|train crash",0,0,1,1,0,0,0,0,0,0,0,0,0,2026,"Larry Fong","Paramount Pictures",0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
8,30000000,14,"Aug",2009,112,"English","South Africa","R",1.85,"QED International",7013,"Neill Blomkamp","Sharlto Copley",1315,"Jed Brophy",17292,"Jason Cope",60123,"Color","Action|Sci-Fi|Thriller",0,"alien|ghetto|prawn|refugee|refugee camp",1,0,1,1,0,0,0,0,0,0,0,0,0,2257,"Trent Opaloch","TriStar Pictures",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4,2000000,5,"Aug",2005,91,"English","USA","R",1.85,"IFC Films",242,"Miranda July","Najarra Townsend",12076,"Brad William Henke",4490,"Miranda July",18841,"Color","Comedy|Drama",0,"fellatio|seven word title|shoe salesman|title directed by female|written by director",0,0,0,0,0,0,0,0,0,1,0,0,0,18035,"Chuy Chaa1vez","IFC Films",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,35000000,30,"Apr",1993,330,"English","USA","R",1.66,"Hollywood Pictures Home Video",3,"Taylor Hackford","Delroy Lindo",6475,"Jesse Borrego",10286,"Raymond Cruz",3444,"Color","Crime|Drama",2,"1970s|1980s|barrio|gang war|mexican",0,0,0,0,0,0,0,0,0,1,0,0,1,3328,"Gabriel Beristain","Hollywood Pictures",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,17000000,2,"May",1997,68,"English","USA","PG-13",2.35,"New Line Cinema",255,"Jay Roach","Will Ferrell",505,"Charles Napier",7118,"Robert Wagner",3736,"Color","Comedy|Crime",2,"cartoon on tv|reference to frankenstein|reference to jimi hendrix|scene during end credits|surrealism",0,0,0,0,0,0,0,0,0,0,0,0,1,2085,"Peter Deming","Capella International",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7.3,6900000,28,"Jun",1985,115,"English","USA","R",2.35,"Warner Bros.",95,"Clint Eastwood","Clint Eastwood",102,"Chris Penn",3326,"Sydney Penny",8553,"Color","Western",0,"gold|miner|preacher|prospector|sheriff",0,0,0,0,0,0,1,0,0,0,0,0,0,7407,"Bruce Surtees","The Malpaso Company",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,30000000,19,"Oct",2007,160,"English","USA","R",2.35,"Warner Bros.",1296,"Andrew Dominik","Brad Pitt",134,"Jeremy Renner",632,"Sam Shepard",3049,"Color","Biography|Crime|Drama|History|Western",0,"long title|outlaw|robbery|train|train robbery",0,0,0,0,0,0,1,0,0,1,0,0,1,2096,"Roger Deakins","Warner Bros.",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
3.6,13400000,1,"Apr",2011,100,"English","South Korea","PG-13",1.78,"Roadside Attractions",29,"Hyung-rae Shim","Jason Mewes",4043,"Stephanie Danielson",129212,"Michael Rispoli",8215,"Color","Comedy",5,"mafia|mafia boss|mafiosi|mafioso|three word title",0,0,0,0,0,0,0,0,0,0,0,0,0,39333,"Mark Irwin","TLG",0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0
5.1,40000000,11,"Aug",2000,107,"English","USA","R",2.35,"AMBI Group",15,"Chuck Russell","Rufus Sewell",1498,"Jimmy Smits",2725,"Angela Bettis",9449,"Color","Crime|Drama|Horror|Thriller",0,"easter|fbi|luminol|nurse|omen",0,0,0,1,0,0,0,0,1,1,0,0,1,17369,"Peter Menzies Jr.","Paramount Pictures",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.2,35000000,11,"Aug",2006,83,"English","USA","PG",1.85,"Sony Pictures Home Entertainment",126,"Peter Hewitt","Kevin Zegers",2781,"Rip Torn",3740,"Thomas F. Wilson",3149,"Color","Action|Adventure|Family|Sci-Fi",5,"bruise|female hero|super strength|superhero|teenage superhero",1,1,1,0,0,0,0,0,0,0,0,0,0,9969,"David Tattersall","Revolution Studios",0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1
7.2,17000000,16,"Feb",2007,96,"English","USA","PG",1.85,"Summit Entertainment",253,"Gabor Csupo","Josh Hutcherson",1259,"Zooey Deschanel",651,"Bailee Madison",485,"Color","Adventure|Drama|Family|Fantasy",3,"bully|friend|imagination|reality|troll",0,1,0,0,0,0,0,0,0,1,0,0,0,2373,"Michael Chapman","Walden Media",0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0
7.8,1250000,28,"Oct",1941,118,"English","USA","Approved",1.37,"Twentieth Century Fox",195,"John Ford","Roddy McDowall",4665,"Walter Pidgeon",5099,"Barry Fitzgerald",17029,"Black and White","Drama|Family",5,"coal mine|girl|school|village|wales",0,0,0,0,0,0,0,0,0,1,0,0,0,11673,"Arthur C. Miller","Twentieth Century Fox",0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0
6.5,7000000,21,"Oct",2011,99,"English","USA","G",2.35,"Maximus Group",44,"Tim Chambers","Ellen Burstyn",2776,"Marley Shelton",1932,"Jennifer Butler",35186,"Color","Drama|Sport",2,"basketball|catholic|coach|college|nun",0,0,0,0,0,0,0,1,0,1,0,0,0,30292,"Chuck Cohen","Quaker Media",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
5.8,6000000,14,"Dec",2001,95,"English","USA","R",1.85,"Artisan Entertainment",9,"David Atkins","Chelcie Ross",11054,"Lynne Thigpen",11437,"Polly Noonan",61123,"Color","Comedy|Crime|Drama|Thriller",3,"dentist|drugs|murder|sex|sunflower",0,0,0,1,0,0,0,0,0,1,0,0,1,21721,"Vilko Filac","Artisan Entertainment",0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0
7.3,6000000,20,"Jan",2011,96,"English","Ireland","R",2.35,"Metro International Entertainment",1003,"John Michael McDonagh","Don Cheadle",2907,"Fionnula Flanagan",5241,"Wale Ojo",82607,"Color","Comedy|Crime|Thriller",0,"boat on fire|drug smuggling|fbi|fbi agent|small town",0,0,0,1,0,0,0,0,0,0,0,0,1,5773,"Larry Smith","Reprisal Films",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6.9,25000000,21,"Sep",2007,101,"English","USA","R",2.35,"QED International",98,"Richard Shepard","James Brolin",1947,"Zan Marolt",215687,"Ljubomir Kerekes",166825,"Color","Adventure|Comedy|Drama|Romance|Thriller|War",2,"bosnia|cia|fox|hunt|war criminal",0,1,0,1,0,1,0,0,0,1,1,0,0,17141,"David Tattersall","Intermedia",0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1
7.1,12000000,3,"Feb",2012,89,"English","USA","PG-13",1.85,"Twentieth Century Fox",3508,"Josh Trank","Michael Kelly",5132,"Alex Russell",5748,"Ashley Hinshaw",4266,"Color","Drama|Sci-Fi|Thriller",0,"found footage|high school|subjective camera|teen angst|troubled teen",0,0,1,1,0,0,0,0,0,1,0,0,0,3144,"Matthew Jensen","Twentieth Century Fox",0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
6.7,8000000,16,"Jan",1998,82,"English","USA","R",1.85,"Universal Pictures",131,"Tamra Davis","Dave Chappelle",1587,"Harland Williams",4121,"Clarence Williams III",7334,"Color","Comedy|Crime",0,"bail|diabetic|friend|jail|pharmaceutical lab",0,0,0,0,0,0,0,0,0,0,0,0,1,5023,"Steven Bernstein","Robert Simonds Productions",0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1
